airline,source_city,stops,destination_city,days_left,price_eur,departure_hour,class_Economy,duration_mins
Indigo,Bangalore,1,Hyderabad,14.0,42.93,14,1,450
Air_India,Kolkata,1,Hyderabad,40.0,46.75,22,1,1624
Indigo,Delhi,1,Mumbai,47.0,41.26,18,1,270
Air_India,Hyderabad,1,Mumbai,26.0,43.18,22,1,865
Indigo,Delhi,1,Chennai,19.0,59.05,14,1,445
GO_FIRST,Kolkata,1,Mumbai,13.0,78.75,9,1,760
Vistara,Kolkata,1,Mumbai,37.0,619.4,22,0,970
Indigo,Delhi,0,Kolkata,33.0,39.57,14,1,130
Air_India,Hyderabad,1,Mumbai,22.0,47.33,9,1,649
Vistara,Bangalore,1,Delhi,17.0,643.57,18,0,904
Vistara,Kolkata,1,Bangalore,46.0,61.31,18,1,915
Air_India,Kolkata,1,Chennai,14.0,554.01,9,0,1350
Vistara,Delhi,1,Mumbai,46.0,584.19,6,0,844
Indigo,Kolkata,1,Chennai,34.0,44.52,14,1,370
Indigo,Hyderabad,1,Kolkata,14.0,52.38,6,1,315
Indigo,Delhi,1,Chennai,48.0,33.54,9,1,645
Air_India,Delhi,1,Kolkata,12.0,320.11,18,0,1489
Indigo,Delhi,1,Bangalore,32.0,32.68,1,1,400
Air_India,Delhi,0,Hyderabad,39.0,20.76,9,1,130
GO_FIRST,Delhi,1,Hyderabad,40.0,68.8,6,1,319
Vistara,Hyderabad,1,Delhi,14.0,99.14,9,1,675
Indigo,Kolkata,1,Bangalore,32.0,38.2,9,1,454
Vistara,Delhi,1,Bangalore,2.0,656.23,9,0,535
Air_India,Delhi,1,Hyderabad,44.0,372.76,9,0,1525
Air_India,Mumbai,1,Delhi,19.0,61.05,9,1,865
Indigo,Delhi,0,Bangalore,12.0,73.48,14,1,175
AirAsia,Hyderabad,1,Mumbai,20.0,22.27,18,1,490
Vistara,Kolkata,1,Hyderabad,25.0,55.73,9,1,760
Indigo,Bangalore,0,Delhi,11.0,74.1,22,1,180
SpiceJet,Chennai,1,Delhi,32.0,53.32,9,1,1459
AirAsia,Kolkata,2,Mumbai,2.0,104.35,18,1,934
Indigo,Hyderabad,0,Delhi,25.0,26.66,9,1,135
Vistara,Delhi,1,Kolkata,3.0,233.5,18,1,1384
Vistara,Mumbai,1,Delhi,26.0,525.99,22,0,760
Air_India,Bangalore,1,Mumbai,25.0,541.15,9,0,454
Indigo,Kolkata,1,Delhi,4.0,98.04,9,1,460
Air_India,Mumbai,1,Hyderabad,23.0,452.18,9,0,559
Vistara,Kolkata,1,Chennai,20.0,554.01,22,0,1429
AirAsia,Mumbai,1,Chennai,14.0,58.77,14,1,259
Indigo,Bangalore,1,Mumbai,22.0,55.76,14,1,364
Air_India,Mumbai,1,Delhi,9.0,145.06,18,1,1680
Vistara,Hyderabad,0,Mumbai,6.0,176.09,9,0,90
Indigo,Bangalore,1,Delhi,20.0,55.05,9,1,580
Vistara,Hyderabad,1,Bangalore,29.0,53.84,9,1,859
Vistara,Bangalore,1,Hyderabad,34.0,559.99,6,0,715
Vistara,Delhi,1,Kolkata,12.0,526.56,14,0,334
Vistara,Delhi,1,Bangalore,3.0,109.85,18,1,1365
Vistara,Bangalore,1,Mumbai,29.0,65.0,6,1,580
Vistara,Bangalore,1,Delhi,15.0,106.32,6,1,445
Vistara,Chennai,1,Hyderabad,41.0,574.28,22,0,754
Indigo,Bangalore,0,Delhi,34.0,44.53,9,1,165
Air_India,Delhi,1,Mumbai,41.0,38.15,9,1,1335
Vistara,Chennai,1,Kolkata,21.0,83.07,6,1,589
Vistara,Bangalore,1,Mumbai,21.0,47.42,18,1,844
Air_India,Mumbai,1,Delhi,15.0,584.07,6,0,604
Air_India,Kolkata,0,Delhi,46.0,49.98,6,1,139
Vistara,Chennai,1,Kolkata,15.0,543.25,6,0,1600
Air_India,Mumbai,1,Chennai,32.0,53.24,6,1,1440
Indigo,Mumbai,1,Bangalore,46.0,21.02,18,1,325
AirAsia,Delhi,1,Kolkata,10.0,132.71,18,1,1015
Air_India,Delhi,1,Mumbai,8.0,128.55,18,1,949
Indigo,Hyderabad,0,Mumbai,20.0,30.64,6,1,79
Vistara,Hyderabad,1,Chennai,45.0,408.84,9,0,874
Indigo,Delhi,1,Chennai,14.0,78.67,9,1,655
Vistara,Mumbai,1,Delhi,37.0,525.99,9,0,304
Vistara,Kolkata,1,Delhi,17.0,844.4,9,0,615
Vistara,Bangalore,1,Chennai,4.0,123.24,18,1,855
Vistara,Mumbai,0,Delhi,30.0,363.18,18,0,130
Vistara,Hyderabad,2,Kolkata,33.0,128.96,9,1,514
AirAsia,Kolkata,2,Delhi,10.0,152.54,14,1,820
Vistara,Mumbai,1,Bangalore,31.0,662.32,9,0,415
Vistara,Kolkata,1,Delhi,29.0,838.75,9,0,799
Vistara,Bangalore,1,Mumbai,41.0,65.0,18,1,784
SpiceJet,Bangalore,1,Delhi,16.0,37.23,6,1,405
Vistara,Delhi,1,Mumbai,29.0,700.57,6,0,829
Vistara,Delhi,1,Kolkata,19.0,80.49,9,1,439
Vistara,Kolkata,1,Hyderabad,20.0,57.0,18,1,1335
Vistara,Mumbai,0,Kolkata,4.0,81.67,6,1,160
Air_India,Mumbai,1,Delhi,9.0,493.65,18,0,1680
Vistara,Chennai,0,Mumbai,42.0,235.9,9,0,115
Indigo,Kolkata,0,Chennai,22.0,68.37,14,1,139
Vistara,Hyderabad,1,Delhi,15.0,99.14,14,1,604
Indigo,Delhi,1,Kolkata,40.0,37.15,6,1,409
Indigo,Delhi,1,Hyderabad,44.0,20.76,6,1,484
Air_India,Bangalore,1,Mumbai,22.0,57.89,1,1,910
Vistara,Chennai,1,Hyderabad,22.0,40.44,6,1,960
Vistara,Delhi,1,Kolkata,29.0,648.47,6,0,664
AirAsia,Kolkata,1,Delhi,22.0,29.83,18,1,664
Indigo,Kolkata,1,Hyderabad,10.0,125.01,9,1,450
Indigo,Kolkata,1,Delhi,41.0,29.63,14,1,325
Vistara,Hyderabad,1,Mumbai,44.0,455.17,6,0,580
Vistara,Kolkata,1,Bangalore,6.0,136.3,18,1,855
Vistara,Hyderabad,1,Kolkata,42.0,97.98,14,1,589
Vistara,Kolkata,1,Bangalore,18.0,80.27,18,1,964
Vistara,Bangalore,1,Kolkata,3.0,110.88,18,1,1455
SpiceJet,Delhi,0,Hyderabad,25.0,26.99,18,1,130
Air_India,Hyderabad,1,Delhi,41.0,43.41,22,1,750
Vistara,Bangalore,1,Hyderabad,43.0,60.69,22,1,925
Indigo,Hyderabad,1,Chennai,37.0,28.44,9,1,400
Air_India,Delhi,1,Mumbai,6.0,584.19,22,0,1294
Indigo,Kolkata,1,Bangalore,46.0,37.91,9,1,529
Air_India,Mumbai,1,Bangalore,3.0,80.63,22,1,870
Air_India,Mumbai,1,Hyderabad,11.0,75.05,18,1,1519
Air_India,Hyderabad,1,Chennai,34.0,510.58,9,0,1519
AirAsia,Kolkata,1,Mumbai,24.0,36.88,9,1,655
Indigo,Bangalore,0,Hyderabad,15.0,48.12,18,1,64
Air_India,Delhi,1,Mumbai,16.0,67.24,18,1,949
Vistara,Delhi,1,Kolkata,14.0,136.86,9,1,480
Vistara,Mumbai,2,Kolkata,38.0,698.57,14,0,439
Vistara,Delhi,1,Mumbai,5.0,526.11,18,0,439
Indigo,Kolkata,0,Bangalore,43.0,38.22,22,1,165
Air_India,Chennai,1,Delhi,38.0,75.88,14,1,1840
Indigo,Chennai,1,Kolkata,3.0,72.5,22,1,645
Indigo,Delhi,1,Bangalore,21.0,32.19,9,1,529
Indigo,Chennai,0,Delhi,48.0,31.58,18,1,169
Indigo,Mumbai,1,Chennai,44.0,18.7,6,1,430
Indigo,Hyderabad,1,Mumbai,34.0,40.02,22,1,585
Air_India,Mumbai,1,Chennai,19.0,57.4,9,1,1320
Vistara,Chennai,1,Bangalore,22.0,63.7,22,1,1305
Vistara,Mumbai,1,Delhi,29.0,60.58,9,1,304
Air_India,Hyderabad,0,Delhi,43.0,22.52,22,1,130
Air_India,Delhi,0,Bangalore,38.0,325.17,14,0,165
Vistara,Bangalore,2,Kolkata,15.0,128.93,6,1,1545
Air_India,Chennai,1,Mumbai,17.0,97.05,9,1,1890
Indigo,Kolkata,1,Delhi,34.0,43.93,6,1,379
Air_India,Mumbai,1,Delhi,9.0,311.23,18,0,319
SpiceJet,Delhi,0,Chennai,39.0,26.1,6,1,175
Vistara,Chennai,1,Hyderabad,27.0,509.22,22,0,1549
Indigo,Bangalore,0,Kolkata,13.0,53.54,22,1,139
Vistara,Bangalore,1,Delhi,30.0,33.11,18,1,1615
Air_India,Bangalore,1,Delhi,11.0,98.01,6,1,925
SpiceJet,Kolkata,1,Mumbai,17.0,52.83,22,1,700
Indigo,Bangalore,1,Kolkata,1.0,196.2,9,1,349
Air_India,Bangalore,1,Hyderabad,28.0,57.2,18,1,1530
Vistara,Mumbai,1,Chennai,23.0,43.03,14,1,469
GO_FIRST,Delhi,1,Kolkata,23.0,58.92,14,1,484
Vistara,Hyderabad,1,Mumbai,20.0,577.09,9,0,810
Vistara,Bangalore,1,Kolkata,24.0,62.06,18,1,915
Vistara,Delhi,1,Bangalore,23.0,42.28,6,1,810
Air_India,Hyderabad,1,Delhi,17.0,65.23,22,1,750
Vistara,Kolkata,2,Hyderabad,18.0,74.93,9,1,1285
Vistara,Mumbai,0,Bangalore,9.0,204.69,18,0,105
Vistara,Delhi,1,Bangalore,39.0,44.49,14,1,439
Air_India,Hyderabad,1,Bangalore,6.0,560.01,9,0,769
Vistara,Hyderabad,1,Delhi,39.0,535.52,9,0,805
Vistara,Mumbai,1,Hyderabad,4.0,150.25,6,1,775
GO_FIRST,Delhi,1,Kolkata,25.0,58.92,14,1,484
Vistara,Kolkata,1,Bangalore,18.0,67.7,18,1,1030
Air_India,Mumbai,0,Kolkata,24.0,36.68,6,1,160
Vistara,Delhi,1,Hyderabad,33.0,57.12,14,1,325
Air_India,Hyderabad,1,Chennai,47.0,510.58,18,0,1000
Vistara,Chennai,1,Bangalore,21.0,67.83,18,1,370
Air_India,Delhi,1,Bangalore,37.0,420.15,18,0,1470
Vistara,Mumbai,1,Kolkata,31.0,614.0,22,0,700
Vistara,Delhi,1,Mumbai,26.0,49.88,14,1,544
Vistara,Delhi,1,Hyderabad,23.0,54.91,22,1,934
Indigo,Mumbai,0,Kolkata,13.0,73.36,22,1,145
Indigo,Kolkata,1,Delhi,34.0,57.94,18,1,274
Air_India,Kolkata,1,Mumbai,21.0,88.06,14,1,1495
Air_India,Delhi,1,Kolkata,19.0,47.15,18,1,889
Air_India,Mumbai,1,Hyderabad,25.0,41.3,22,1,780
GO_FIRST,Delhi,1,Chennai,42.0,48.45,1,1,340
AirAsia,Delhi,1,Chennai,16.0,29.43,6,1,975
Indigo,Bangalore,1,Delhi,12.0,104.76,22,1,349
Vistara,Mumbai,1,Hyderabad,36.0,39.3,14,1,630
Vistara,Kolkata,1,Hyderabad,48.0,843.62,9,0,750
Vistara,Mumbai,1,Hyderabad,31.0,53.58,9,1,670
Air_India,Hyderabad,1,Mumbai,14.0,131.38,6,1,690
Vistara,Chennai,1,Hyderabad,35.0,509.22,22,0,930
SpiceJet,Bangalore,1,Delhi,18.0,52.12,14,1,330
Indigo,Kolkata,1,Delhi,40.0,54.09,14,1,370
Vistara,Delhi,1,Hyderabad,5.0,746.56,18,0,720
Vistara,Delhi,1,Mumbai,21.0,49.88,14,1,1170
Vistara,Delhi,1,Kolkata,40.0,670.64,9,0,480
Vistara,Hyderabad,1,Kolkata,29.0,103.69,22,1,1570
Vistara,Mumbai,1,Delhi,23.0,53.88,6,1,790
Vistara,Chennai,1,Hyderabad,14.0,128.55,9,1,670
Vistara,Delhi,1,Hyderabad,10.0,130.63,18,1,930
Vistara,Kolkata,1,Mumbai,12.0,103.17,9,1,445
AirAsia,Mumbai,1,Bangalore,47.0,20.52,6,1,1015
Air_India,Kolkata,1,Chennai,17.0,236.63,9,1,514
Indigo,Bangalore,0,Kolkata,32.0,33.58,1,1,160
Vistara,Delhi,0,Mumbai,29.0,341.13,14,0,130
Air_India,Chennai,1,Mumbai,18.0,490.38,6,0,904
Indigo,Hyderabad,0,Bangalore,8.0,44.07,9,1,79
Air_India,Chennai,1,Bangalore,11.0,110.7,9,1,805
Vistara,Kolkata,1,Delhi,32.0,63.94,22,1,690
GO_FIRST,Delhi,1,Chennai,14.0,73.49,14,1,409
Vistara,Bangalore,0,Mumbai,4.0,261.97,6,0,94
Vistara,Chennai,1,Mumbai,11.0,109.54,22,1,870
Vistara,Delhi,1,Mumbai,17.0,599.71,18,0,349
Vistara,Hyderabad,1,Chennai,42.0,576.76,22,0,1185
Air_India,Bangalore,1,Delhi,36.0,54.28,1,1,919
Air_India,Mumbai,1,Hyderabad,4.0,452.18,22,0,1309
Indigo,Hyderabad,0,Kolkata,36.0,23.7,1,1,130
Air_India,Bangalore,1,Delhi,29.0,42.49,6,1,330
AirAsia,Bangalore,1,Delhi,32.0,26.95,22,1,300
AirAsia,Kolkata,1,Bangalore,43.0,38.22,6,1,349
Vistara,Chennai,1,Bangalore,45.0,436.85,22,0,739
Indigo,Hyderabad,1,Kolkata,49.0,20.36,6,1,355
Air_India,Hyderabad,1,Kolkata,39.0,50.47,22,1,634
Air_India,Kolkata,1,Bangalore,34.0,603.44,6,0,1030
Vistara,Mumbai,1,Kolkata,33.0,648.36,18,0,960
Indigo,Mumbai,1,Bangalore,17.0,42.39,6,1,505
Air_India,Chennai,1,Hyderabad,21.0,39.38,22,1,934
Vistara,Delhi,1,Hyderabad,14.0,83.45,18,1,1035
Vistara,Hyderabad,1,Kolkata,45.0,76.86,9,1,505
Vistara,Chennai,1,Delhi,30.0,51.52,22,1,1054
Air_India,Chennai,1,Hyderabad,35.0,508.11,6,0,790
Vistara,Hyderabad,1,Mumbai,31.0,532.75,6,0,735
Vistara,Mumbai,1,Hyderabad,35.0,453.29,22,0,829
Vistara,Mumbai,1,Hyderabad,42.0,40.56,6,1,660
GO_FIRST,Bangalore,1,Chennai,16.0,72.65,9,1,739
Vistara,Bangalore,1,Chennai,24.0,46.23,18,1,865
Indigo,Delhi,1,Kolkata,18.0,57.48,14,1,379
Air_India,Mumbai,1,Chennai,32.0,43.71,22,1,910
Vistara,Mumbai,2,Kolkata,26.0,76.87,14,1,630
Air_India,Mumbai,1,Bangalore,10.0,441.07,9,0,705
Vistara,Delhi,1,Mumbai,40.0,408.52,14,0,1425
Air_India,Delhi,0,Kolkata,45.0,276.85,22,0,124
Vistara,Mumbai,1,Bangalore,18.0,836.78,18,0,850
Vistara,Kolkata,1,Bangalore,34.0,61.31,9,1,439
Vistara,Delhi,1,Kolkata,19.0,670.64,18,0,955
Vistara,Delhi,2,Kolkata,29.0,95.11,6,1,745
Air_India,Delhi,1,Chennai,6.0,178.85,6,1,1750
Vistara,Delhi,0,Hyderabad,24.0,20.01,9,1,130
Indigo,Kolkata,1,Delhi,23.0,46.15,18,1,274
Air_India,Bangalore,1,Mumbai,8.0,91.81,18,1,915
Air_India,Mumbai,0,Delhi,15.0,219.1,18,0,145
Indigo,Kolkata,1,Delhi,24.0,64.22,14,1,415
Indigo,Delhi,2,Chennai,19.0,79.2,14,1,420
Air_India,Kolkata,0,Mumbai,41.0,33.46,18,1,169
Vistara,Delhi,1,Chennai,46.0,651.47,18,0,780
Indigo,Hyderabad,1,Mumbai,30.0,37.82,18,1,304
GO_FIRST,Delhi,1,Hyderabad,31.0,57.33,6,1,589
Vistara,Chennai,1,Hyderabad,22.0,54.26,22,1,679
AirAsia,Delhi,1,Chennai,44.0,29.43,22,1,694
Vistara,Mumbai,1,Chennai,5.0,110.13,22,1,720
AirAsia,Chennai,1,Delhi,14.0,77.63,18,1,1069
Vistara,Mumbai,1,Kolkata,33.0,614.0,14,0,1069
Vistara,Delhi,1,Bangalore,11.0,106.73,18,1,304
Air_India,Delhi,1,Bangalore,39.0,54.47,14,1,1549
GO_FIRST,Bangalore,1,Delhi,45.0,42.06,22,1,580
Vistara,Hyderabad,1,Chennai,36.0,78.18,14,1,589
Indigo,Hyderabad,1,Delhi,34.0,44.7,9,1,319
Vistara,Chennai,1,Delhi,6.0,113.29,14,1,700
Vistara,Delhi,1,Kolkata,6.0,726.06,18,0,1260
Vistara,Delhi,0,Kolkata,18.0,276.85,6,0,124
Air_India,Mumbai,1,Chennai,10.0,490.97,9,0,814
GO_FIRST,Hyderabad,1,Bangalore,48.0,44.91,6,1,600
Indigo,Bangalore,1,Hyderabad,47.0,16.76,9,1,529
GO_FIRST,Kolkata,1,Bangalore,16.0,60.45,6,1,885
Vistara,Delhi,0,Mumbai,27.0,26.72,14,1,130
GO_FIRST,Kolkata,1,Delhi,37.0,58.91,18,1,424
AirAsia,Kolkata,1,Chennai,39.0,39.2,9,1,465
Vistara,Bangalore,1,Mumbai,26.0,685.24,6,0,855
Vistara,Mumbai,1,Hyderabad,48.0,575.21,9,0,475
Indigo,Chennai,1,Delhi,13.0,90.74,9,1,295
Vistara,Hyderabad,1,Chennai,5.0,85.51,9,1,874
Indigo,Kolkata,0,Delhi,20.0,39.57,18,1,150
Indigo,Chennai,1,Hyderabad,43.0,32.46,14,1,439
Vistara,Chennai,1,Mumbai,49.0,612.3,18,0,385
Vistara,Mumbai,1,Chennai,4.0,691.58,22,0,780
Air_India,Chennai,1,Hyderabad,15.0,401.71,14,0,400
Vistara,Bangalore,1,Hyderabad,31.0,68.2,9,1,685
Vistara,Hyderabad,1,Delhi,9.0,535.52,9,0,730
Indigo,Hyderabad,0,Chennai,9.0,44.07,6,1,75
Vistara,Kolkata,1,Chennai,45.0,56.01,22,1,814
Vistara,Kolkata,0,Delhi,17.0,52.06,18,1,145
Vistara,Mumbai,1,Chennai,27.0,43.03,14,1,469
Indigo,Kolkata,1,Mumbai,24.0,72.34,6,1,550
Vistara,Kolkata,1,Mumbai,35.0,97.05,9,1,630
Air_India,Hyderabad,1,Kolkata,44.0,511.69,18,0,1005
Air_India,Mumbai,1,Bangalore,37.0,64.34,22,1,900
AirAsia,Delhi,1,Hyderabad,26.0,20.29,6,1,585
Air_India,Delhi,1,Bangalore,40.0,41.86,18,1,1039
Vistara,Hyderabad,1,Mumbai,47.0,654.67,14,0,514
Vistara,Mumbai,0,Kolkata,21.0,311.09,18,0,154
AirAsia,Bangalore,1,Kolkata,30.0,33.58,18,1,600
Vistara,Hyderabad,0,Delhi,6.0,61.73,18,1,135
AirAsia,Bangalore,1,Delhi,43.0,34.31,14,1,559
Air_India,Kolkata,1,Mumbai,36.0,497.48,6,0,780
Air_India,Chennai,1,Hyderabad,8.0,121.6,6,1,855
Vistara,Delhi,2,Chennai,47.0,86.28,18,1,1005
Vistara,Bangalore,1,Delhi,9.0,621.4,18,0,1005
Indigo,Delhi,0,Bangalore,24.0,44.53,18,1,169
Air_India,Mumbai,1,Chennai,28.0,490.97,6,0,660
AirAsia,Bangalore,0,Delhi,46.0,44.51,22,1,169
Indigo,Bangalore,1,Hyderabad,45.0,16.76,6,1,310
Air_India,Mumbai,1,Kolkata,46.0,49.25,18,1,1450
GO_FIRST,Mumbai,1,Delhi,32.0,32.89,18,1,319
Vistara,Bangalore,1,Kolkata,44.0,607.65,18,0,810
Vistara,Kolkata,1,Delhi,27.0,66.53,18,1,394
Indigo,Kolkata,1,Bangalore,23.0,51.12,18,1,310
Air_India,Kolkata,1,Chennai,21.0,58.53,6,1,994
AirAsia,Chennai,1,Delhi,38.0,53.53,14,1,405
Indigo,Hyderabad,1,Delhi,29.0,60.69,6,1,705
Vistara,Delhi,1,Bangalore,21.0,42.28,22,1,730
Air_India,Bangalore,1,Delhi,20.0,420.79,18,0,934
Vistara,Delhi,1,Chennai,40.0,49.27,9,1,685
Air_India,Bangalore,1,Delhi,20.0,55.1,9,1,730
Vistara,Chennai,1,Kolkata,42.0,56.01,18,1,925
Air_India,Hyderabad,1,Kolkata,12.0,90.83,14,1,1710
Air_India,Kolkata,1,Hyderabad,25.0,46.75,22,1,925
Indigo,Delhi,1,Chennai,31.0,46.8,18,1,325
Vistara,Bangalore,1,Chennai,23.0,597.68,6,0,499
Air_India,Hyderabad,1,Kolkata,36.0,511.69,18,0,1005
Indigo,Bangalore,1,Delhi,5.0,96.96,6,1,285
Vistara,Hyderabad,1,Delhi,28.0,55.97,22,1,630
Vistara,Chennai,1,Bangalore,33.0,436.85,14,0,1159
Air_India,Hyderabad,1,Chennai,39.0,41.85,22,1,949
GO_FIRST,Delhi,1,Kolkata,27.0,73.33,18,1,960
Air_India,Mumbai,0,Hyderabad,21.0,20.89,22,1,79
Vistara,Mumbai,1,Chennai,13.0,110.13,22,1,1399
GO_FIRST,Chennai,1,Delhi,48.0,47.77,14,1,730
Air_India,Mumbai,1,Delhi,20.0,351.51,6,0,1024
Air_India,Kolkata,1,Delhi,38.0,63.09,14,1,1594
GO_FIRST,Delhi,1,Bangalore,16.0,39.78,14,1,574
Vistara,Mumbai,1,Bangalore,47.0,684.49,9,0,874
Air_India,Hyderabad,1,Bangalore,29.0,66.64,9,1,525
Vistara,Delhi,1,Kolkata,26.0,71.46,18,1,1309
Air_India,Mumbai,1,Hyderabad,21.0,51.65,6,1,799
Vistara,Mumbai,1,Delhi,42.0,525.99,9,0,750
Indigo,Kolkata,1,Delhi,7.0,64.22,14,1,480
Air_India,Kolkata,2,Hyderabad,17.0,78.8,6,1,949
Air_India,Bangalore,1,Kolkata,47.0,598.79,6,0,994
Vistara,Hyderabad,1,Bangalore,30.0,71.21,14,1,420
Vistara,Bangalore,1,Delhi,11.0,122.11,9,1,1920
Vistara,Chennai,1,Hyderabad,11.0,509.22,18,0,990
Indigo,Chennai,1,Hyderabad,21.0,41.58,18,1,405
Vistara,Bangalore,1,Delhi,44.0,542.71,6,0,445
Vistara,Mumbai,1,Bangalore,8.0,662.32,9,0,775
Vistara,Bangalore,1,Chennai,38.0,720.71,9,0,394
Indigo,Chennai,0,Delhi,16.0,31.58,18,1,165
Vistara,Mumbai,1,Delhi,33.0,74.97,14,1,430
Air_India,Chennai,1,Mumbai,9.0,90.46,6,1,829
Vistara,Mumbai,0,Delhi,28.0,23.15,9,1,130
Vistara,Kolkata,1,Chennai,36.0,70.67,9,1,1525
Air_India,Mumbai,1,Hyderabad,15.0,503.39,6,0,799
GO_FIRST,Mumbai,0,Bangalore,35.0,21.02,22,1,105
Vistara,Hyderabad,1,Bangalore,2.0,637.27,14,0,1285
Vistara,Hyderabad,1,Delhi,24.0,60.64,18,1,315
GO_FIRST,Bangalore,1,Delhi,49.0,34.3,6,1,810
Vistara,Mumbai,1,Delhi,18.0,60.58,6,1,340
Vistara,Delhi,1,Bangalore,35.0,44.49,14,1,484
Air_India,Kolkata,1,Mumbai,19.0,497.48,14,0,1054
Vistara,Bangalore,1,Delhi,49.0,66.34,22,1,1080
AirAsia,Delhi,1,Chennai,17.0,19.77,6,1,424
Air_India,Bangalore,1,Delhi,25.0,55.1,9,1,730
Vistara,Hyderabad,1,Mumbai,17.0,50.07,22,1,874
Vistara,Chennai,1,Mumbai,45.0,633.14,6,0,870
Air_India,Delhi,1,Chennai,37.0,39.47,9,1,1455
Air_India,Bangalore,1,Kolkata,27.0,598.79,18,0,910
GO_FIRST,Bangalore,0,Kolkata,32.0,33.58,14,1,150
Indigo,Mumbai,1,Hyderabad,30.0,66.56,9,1,454
Vistara,Chennai,1,Delhi,17.0,77.67,9,1,1864
AirAsia,Delhi,1,Bangalore,43.0,30.58,6,1,454
Air_India,Hyderabad,1,Bangalore,40.0,40.12,22,1,1215
AirAsia,Delhi,1,Kolkata,19.0,48.64,18,1,394
SpiceJet,Delhi,1,Mumbai,21.0,34.82,18,1,795
AirAsia,Chennai,1,Delhi,40.0,24.51,22,1,619
Air_India,Mumbai,1,Chennai,43.0,490.97,14,0,454
Vistara,Delhi,1,Mumbai,38.0,526.11,9,0,730
AirAsia,Delhi,2,Kolkata,45.0,24.54,6,1,784
Vistara,Hyderabad,1,Kolkata,42.0,512.8,6,0,675
Vistara,Bangalore,1,Mumbai,15.0,73.4,18,1,844
Air_India,Kolkata,1,Hyderabad,22.0,486.4,14,0,514
AirAsia,Bangalore,1,Delhi,13.0,74.06,14,1,720
Vistara,Bangalore,1,Hyderabad,45.0,52.67,22,1,874
Air_India,Delhi,1,Mumbai,44.0,32.57,6,1,585
SpiceJet,Kolkata,1,Hyderabad,37.0,51.73,9,1,220
Vistara,Chennai,2,Bangalore,45.0,63.7,6,1,600
Vistara,Hyderabad,1,Delhi,49.0,57.62,6,1,885
Air_India,Hyderabad,1,Mumbai,38.0,296.42,14,0,1420
GO_FIRST,Delhi,1,Mumbai,4.0,58.92,14,1,349
Indigo,Hyderabad,0,Bangalore,35.0,17.58,18,1,64
Air_India,Delhi,1,Mumbai,1.0,164.92,18,1,1485
GO_FIRST,Bangalore,1,Kolkata,14.0,51.23,22,1,604
SpiceJet,Bangalore,1,Delhi,49.0,45.7,18,1,880
Vistara,Chennai,1,Bangalore,48.0,436.85,9,0,1384
GO_FIRST,Bangalore,1,Mumbai,27.0,51.23,22,1,379
Vistara,Kolkata,1,Mumbai,9.0,129.67,22,1,1204
Indigo,Chennai,0,Delhi,22.0,23.05,18,1,154
Vistara,Kolkata,1,Mumbai,11.0,575.07,9,0,529
AirAsia,Mumbai,1,Delhi,17.0,23.12,22,1,765
AirAsia,Chennai,1,Mumbai,44.0,18.11,22,1,520
Air_India,Mumbai,1,Kolkata,6.0,492.08,18,0,1450
Indigo,Hyderabad,1,Chennai,9.0,47.86,6,1,570
Indigo,Chennai,0,Delhi,23.0,31.58,14,1,165
Vistara,Bangalore,1,Mumbai,45.0,663.07,18,0,1015
Vistara,Hyderabad,1,Bangalore,47.0,53.84,9,1,645
GO_FIRST,Chennai,0,Hyderabad,49.0,10.94,14,1,60
Air_India,Kolkata,1,Chennai,22.0,554.01,9,0,790
Vistara,Chennai,1,Kolkata,36.0,548.01,18,0,985
Air_India,Delhi,1,Mumbai,39.0,51.77,18,1,1135
Vistara,Delhi,1,Kolkata,16.0,80.49,9,1,495
Air_India,Delhi,1,Chennai,5.0,114.0,6,1,1399
Vistara,Mumbai,1,Delhi,37.0,473.46,6,0,559
Vistara,Mumbai,1,Kolkata,27.0,58.87,22,1,700
Air_India,Mumbai,1,Kolkata,13.0,492.08,14,0,1654
Vistara,Hyderabad,1,Delhi,48.0,513.36,9,0,334
Indigo,Hyderabad,1,Chennai,12.0,44.07,6,1,315
Vistara,Kolkata,1,Delhi,10.0,762.38,18,0,1045
Air_India,Mumbai,1,Chennai,7.0,505.85,22,0,1365
Indigo,Bangalore,1,Mumbai,28.0,41.46,6,1,235
AirAsia,Bangalore,1,Kolkata,12.0,51.22,6,1,409
Vistara,Bangalore,1,Kolkata,38.0,598.79,18,0,945
Vistara,Chennai,1,Kolkata,15.0,122.79,9,1,424
Vistara,Delhi,2,Chennai,40.0,77.97,18,1,1515
SpiceJet,Delhi,1,Chennai,12.0,73.48,6,1,900
Air_India,Hyderabad,1,Bangalore,43.0,560.01,22,0,724
GO_FIRST,Hyderabad,1,Mumbai,30.0,44.06,6,1,640
Vistara,Delhi,1,Mumbai,26.0,408.52,6,0,420
Vistara,Chennai,1,Mumbai,33.0,62.52,9,1,1485
Indigo,Hyderabad,0,Mumbai,48.0,30.64,22,1,100
Air_India,Chennai,1,Delhi,41.0,63.99,14,1,1980
Indigo,Chennai,1,Kolkata,30.0,58.62,18,1,495
Air_India,Mumbai,1,Delhi,3.0,142.98,9,1,810
Air_India,Kolkata,1,Chennai,32.0,554.01,14,0,1390
Vistara,Mumbai,1,Hyderabad,24.0,597.37,18,0,1084
Indigo,Delhi,1,Kolkata,34.0,24.56,18,1,420
Vistara,Hyderabad,1,Chennai,49.0,408.84,14,0,1375
